"userid","neuro","sentiment"
"ff3b58883dacb5c2dbd83b3e0b8f0e6f","-","0.69256918771127152"

"861957e6f5f77768ad85b497623688f9","-","0.56381143138139089"

"2dc31ea483d5f518d4ca30d4e850e4a7","-","0.53547115036230142"

"fabdbdf53562be91ebbabd5e185e01b7","-","0.60455042361399736"

"441f67f698b2faa8c5eb8086723b7c3f","-","0.61314422356279852"

"d3f0ddf6db92ab318bba5ea018a552e6","-","0.69436526045196834"

"134ff762503939009e98fdddbcd2f6e3","-","0.36376200668509301"

"74bcc8cc2711ff0ca8c366217ccd7e23","-","0.65300447310013188"

"36c38dfbc46fdf3793c0e3899bae2b7f","-","0.47262136053220105"

"9a9f3e802a37cd048ab5ef6782297817","-","0.7065205936879555"

"f618bc0a98b5ec837ba8d1f74193bb2d","-","0.82521646136548255"

"e9dd6322d8c6187a28e148cf511cb9bd","-","0.60022758871728632"

"04f40666c6efdce4fd0db832f1d820d0","-","0.65380802050679476"

"433421dfb7f37c978bda2fba25f7c8e4","-","0.49121949122276737"

"c76c26204fce8c2d7633d6493e1d9231","-","0.60886568037650346"

"00f279f159cd79ffb678548697f6ab53","-","0.61452858654944331"

"768ab94a3daa2c34c56fe9be9347cd4f","-","0.51016109003965648"

"110207bacb0ca0417b3b70b176de0a5a","-","0.66057047120501577"

"3e68dd3f2fb59cfba3e7e916f89d1d8c","-","0.79054634907441912"

"999bf7a3988bd2a20a65d624cdd91777","-","0.53407294297967078"

"cf582a5e8a6c5cb98432c6c28870453d","-","0.45251764886175905"

"1f1b270a5cdda708d774c09b973d08eb","+","0.62841097268621693"

"46e968ba65a84238b58bb9c700dbbfcf","-","0.48028673776980602"

"eef0c484af294a45e2b97528749fcfb2","-","0.51633921290476859"

"59075e479e7a8ea2256e9b7ed944f0fa","-","0.49800493883311958"

"2839e220aa674db31ad88f81fa817684","+","0.61473938056550437"

"b177289c3f3b3c56a09cf0f37d2292d5","-","0.72838856204456737"

"62e256828a5a42cc8f14cbc8db33e04f","-","0.4836875026078285"

"b7cd104f1718a09b2a00e72f5518f4e9","-","0.76175935421967955"

"4ce2376bd09b20eaa9ee4c52f7d57c38","-","0.56629229220324862"

"75ac0524645b5df5f4ecaec61595081a","+","0.67575053063734691"

"cf5ff2fd099755a659b1806cd690fa10","-","0.71602319133491243"

"a7eab64c3addf958ba81f8ce4153e646","-","0.61966698010551924"

"f24cb4fbc0f958ea58f818a7b37c73da","-","0.61539305950409962"

"783e4c754d8e2518bb3a69de8df8c9bb","-","0.83670362763242179"

"4541f8dc01b2b0961aa29c27bcb8966f","-","0.67167369641639818"

"a757bca23b7987aef804ae70e104b87b","-","0.53921779654866742"

"53b3bff4726ed8289f4da5685a215ea9","-","0.64277776874987447"

"7c8eea86a11c2706718b957c5a355966","-","0.67272624534151315"

"24737524ccca34488d3ef9f3f13968b9","-","0.3931869241178399"

"4942688ae47f002fbfdea0c2c16fcea0","-","0.28568466175633317"

