c6a9a43058c8cc8398ca6e97324c0fae	is attending a <X> <X> one <X> one <X> one french, a <X> american, a <X> american, one <X> and some <X> 4th!	2009-07-04 21:41:48	123	0	-	1	0	1
c6a9a43058c8cc8398ca6e97324c0fae	is doing a week of <PROPFEMALE> (who lives here at the <X> posts in honor of the movie coming out on Friday.	2009-08-03 19:36:28	123	0	-	1	0	1
c6a9a43058c8cc8398ca6e97324c0fae	sad <X> <PROPFIRST>, wife of <X> passed yesterday. met them a couple of years ago in their <X> <X> of the most <X> artists i've ever had the pleasure meeting.	2009-11-19 23:21:12	123	0	-	1	0	1
c6a9a43058c8cc8398ca6e97324c0fae	less than 24 hours and <X> will be free <X> from <X> <X> <X> <X> with <X> <X> <X> <X> and <X> <X> <X> bye site <X> won't miss you.	2009-12-01 00:52:02	123	0	-	1	0	1
c6a9a43058c8cc8398ca6e97324c0fae	is hungry for <X>	2010-01-25 17:35:59	123	0	-	1	0	1
c6a9a43058c8cc8398ca6e97324c0fae	is shaking his head wondering when some of his <X> christian friends became so hate filled that they will join any <X> group on facebook.	2010-02-10 19:02:42	123	0	-	4	0	4
c6a9a43058c8cc8398ca6e97324c0fae	just heard from his mom that his sister and family are <X> their beach house because of the <X> heading for hawai'i.	2010-02-27 17:11:51	123	0	-	3	0	3
c6a9a43058c8cc8398ca6e97324c0fae	nothing like starting out your day with a surprise interview from the <X> <X> without any prep or the questions they promised you ahead of <X> more <X> please.	2010-03-11 15:43:37	123	0	-	2	0	2
c6a9a43058c8cc8398ca6e97324c0fae	is amused that south <PROPFEMALE> <X> <PROPMALE> <X> facebook <PROPFEMALE> is being <X> with people posting the <X> by <X> music video."	2010-03-22 01:54:36	123	0	-	2	0	2
c6a9a43058c8cc8398ca6e97324c0fae	just read that the author of the Pledge of <X> <PROPFIRST> <X> was a Christian <X> get any more American than that <X>	2010-03-23 14:51:20	123	0	-	1	0	1
c6a9a43058c8cc8398ca6e97324c0fae	is over the weather and under the weather	2010-04-01 14:02:53	123	0	-	1	0	1
c6a9a43058c8cc8398ca6e97324c0fae	is attending <X> service at Society of Saint <PROPFIRST> the <X> on this Good Friday.	2010-04-02 15:50:14	123	0	-	2	0	2
c6a9a43058c8cc8398ca6e97324c0fae	garden is lovin' <X> tea.	2010-05-18 16:24:00	123	0	-	1	0	1
c6a9a43058c8cc8398ca6e97324c0fae	is happy his skinny jeans fit on a friday	2010-06-11 12:01:10	123	0	-	2	0	2
c6a9a43058c8cc8398ca6e97324c0fae	is at a yard sale at a <X>	2010-06-12 11:52:13	123	0	-	1	0	1
c6a9a43058c8cc8398ca6e97324c0fae	is sitting near <X> 40 watching the <X> go down the <X>	2010-07-12 00:51:08	123	0	-	1	0	1
c6a9a43058c8cc8398ca6e97324c0fae	is back in <X> Spring, Tx, <X> will not miss you.	2010-08-10 22:16:20	123	0	-	2	0	2
c6a9a43058c8cc8398ca6e97324c0fae	is enjoying a cup of coffee outside and looking up at a very blue West Texas sky	2010-08-13 13:55:32	123	0	-	1	0	1
c6a9a43058c8cc8398ca6e97324c0fae	has discovered having coffee and then a <X> makes morning <X> soooo much more <X>	2010-08-18 12:54:09	123	0	-	1	0	1
c6a9a43058c8cc8398ca6e97324c0fae	is passing through <X> new fancy <X> <X> see!	2010-08-22 19:46:35	123	0	-	1	0	1
