c6a9a43058c8cc8398ca6e97324c0fae	is watching <X> freaky boston weather today is perfect weather for <PROPFIRST> <X> film."	2009-06-21 23:49:17	123	0	-	2	2	0
c6a9a43058c8cc8398ca6e97324c0fae	is slow this morning getting to the <X> library for a day of <X> <X>	2009-06-22 13:52:34	123	0	-	2	1	1
c6a9a43058c8cc8398ca6e97324c0fae	doesn't want to finish his paper for <X>	2009-06-24 02:17:04	123	0	-	2	1	1
c6a9a43058c8cc8398ca6e97324c0fae	is wishing the <PROPMALE> sisters would lose to <X> but it doesn't look good.	2009-07-05 18:39:44	123	0	-	3	1	2
c6a9a43058c8cc8398ca6e97324c0fae	is reading about <X> <X> <X> and <PROPMALE> <PROPFIRST>'s appointment to run the Texas State Education <X> more <X> learn the more <X> <X> become.	2009-07-12 17:53:38	123	0	-	1	1	0
c6a9a43058c8cc8398ca6e97324c0fae	just found out his sis and <X> are mov'in to <X> yea.	2009-07-15 02:55:11	123	0	-	2	1	1
c6a9a43058c8cc8398ca6e97324c0fae	jesus <X> the sick and loved his <X> <X> national <X> and <X> money into <X>	2009-07-27 03:18:59	123	0	-	1	1	0
c6a9a43058c8cc8398ca6e97324c0fae	big congrats to my friend <PROPFEMALE> from <X> and her partner <PROPFEMALE> who just got <X> on <PROPMALE> <PROPFIRST> island.	2009-07-27 16:28:55	123	0	-	1	1	0
c6a9a43058c8cc8398ca6e97324c0fae	is more <X> less <X> today.	2009-08-10 16:30:33	123	0	-	1	1	0
c6a9a43058c8cc8398ca6e97324c0fae	is more <X> less <X> today.	2009-08-11 18:27:52	123	0	-	1	1	0
c6a9a43058c8cc8398ca6e97324c0fae	<X> <X> why are you so cruel?	2009-08-17 20:03:30	123	0	-	0	0	0
c6a9a43058c8cc8398ca6e97324c0fae	just got back from a <X>	2009-08-19 02:15:02	123	0	-	0	0	0
c6a9a43058c8cc8398ca6e97324c0fae	is watching the large amount of black <X> <X> and police heading toward the <X> library from my studio window.	2009-08-28 22:17:59	123	0	-	1	1	0
c6a9a43058c8cc8398ca6e97324c0fae	there's a Sonic in <X>	2009-08-28 23:19:51	123	0	-	0	0	0
